fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,current_p4p,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Jonathan Martinez,1994-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,10,16,15,10,4 KO 0 Sub 6 Dec,5,1 KO 0 Sub 4 Dec,-2,6,3,6.6,2908,3193,2769,2018-10-27,L - Andre Soukhamthath,2024-11-16,L - Marcus McGhee,NA,NA
David Martinez,1998-08-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,bantamweight,9,16,9,16,3,3,1 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,3,3104,3104,2877,2025-03-29,W - Saimon Oliveira,2026-02-28,W - Marlon Vera,NA,NA
Jean Matsumoto,1999-09-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,16,16,16,5,3,0 KO 1 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,2,0,6,2989,2989,2920,2024-04-06,W - Dan Argueta,2026-02-07,L - Farid Basharat,NA,NA
Marcus McGhee,1990-05-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,12,16,5,4,2 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,4,3,6.4,2908,2924,2811,2023-04-29,W - Journey Newson,2025-07-26,L - Petr Yan,NA,NA
Bryce Mitchell,1994-10-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,9,16,12,9,1 KO 1 Sub 7 Dec,3,1 KO 2 Sub 0 Dec,1,6,2,5.6,3008,3126,2856,2018-07-06,W - Tyler Diamond,2025-07-26,W - Said Nurmagomedov,NA,NA
Vince Morales,1990-11-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,11,3,1 KO 0 Sub 2 Dec,8,1 KO 0 Sub 7 Dec,-5,2,0,8.5,2600,2820,2695,2018-11-24,L - Song Yadong,2025-03-29,L - Raul Rosas Jr.,2026-05-02,Colby Thicknesse
Pedro Munhoz,1986-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,16,4,16,22,10,3 KO 3 Sub 4 Dec,10,0 KO 0 Sub 10 Dec,-3,4,7,6.7,2801,3173,2910,2014-02-22,L - Raphael Assuncao,2024-11-02,L - Aiemann Zahabi,NA,NA
Josias Musasa,1998-10-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,DR Congo,male,bantamweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,9,2373,2481,2542,2025-03-15,L - Carlos Vera,2025-09-28,L - Colby Thicknesse,NA,NA
Rinya Nakamura,1995-03-23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,bantamweight,16,16,16,16,5,4,2 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,1,3,1,7.6,2791,2840,2603,2023-02-04,W - Toshiomi Kazama,2025-08-02,W - Nathan Fletcher,NA,NA
Said Nurmagomedov,1992-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,16,16,12,16,11,7,2 KO 3 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,-2,4,3,7.1,2799,3100,2829,2018-07-14,W - Justin Scoggins,2025-07-26,L - Bryce Mitchell,NA,NA
Umar Nurmagomedov,1996-01-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,2,16,1,16,9,8,1 KO 2 Sub 5 Dec,1,0 KO 0 Sub 1 Dec,2,6,3,5.4,3416,3416,3061,2021-01-20,W - Sergey Morozov,2026-01-24,W - Deiveson Figueiredo,NA,NA
Sean O'Malley,1994-10-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,2,16,-1,5,15,11,6 KO 0 Sub 5 Dec,3,1 KO 1 Sub 1 Dec,1,4,9,3,3346,3387,3006,2017-12-01,W - Terrion Ware,2026-01-24,W - Song Yadong,2026-06-14,Aiemann Zahabi
Saimon Oliveira,1991-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,16,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,-1,0,10,2358,2498,2690,2022-01-22,L - Tony Gravely,2025-10-11,L - Luan Lacerda,NA,NA
Vinicius Oliveira,1995-11-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,12,16,11,16,5,4,1 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,-1,4,3,6.2,3050,3129,2946,2024-03-02,W - Benardo Sopaj,2026-02-07,L - Mario Bautista,NA,NA
David Onama,1994-06-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Uganda,male,"featherweight, lightweight",14,16,13,16,9,6,2 KO 1 Sub 3 Dec,3,1 KO 0 Sub 2 Dec,-1,4,3,5.1,2979,3065,2774,2021-10-23,L - Mason Jones,2025-11-01,L - Steve Garcia,NA,NA
Kyler Phillips,1995-06-12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,10,16,9,6,1 KO 1 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,-2,3,3,5.7,2876,3074,2845,2020-02-29,W - Gabriel Silva,2025-07-19,L - Vinicius Oliveira,2026-04-18,Charles Jourdain
Cristian Quinonez,1996-04-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,bantamweight,16,16,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,1,1,0,8.5,2692,2805,2666,2022-09-03,W - Khalid Taha,2026-02-28,W - Kris Moutinho,NA,NA
Christian Rodriguez,1997-12-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,9,5,0 KO 1 Sub 4 Dec,4,0 KO 1 Sub 3 Dec,-2,4,1,6.4,2718,2853,2740,2022-02-19,L - Jonathan Pearce,2025-08-09,L - Andre Fili,NA,NA
Raul Rosas Jr.,2004-10-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,bantamweight,13,16,13,16,7,6,1 KO 2 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,5,5,3,4.9,2971,2971,2609,2022-12-10,W - Jay Perrin,2026-03-07,W - Rob Font,NA,NA
Cameron Saaiman,2000-12-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,South Africa,male,bantamweight,16,16,16,16,6,3,2 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-3,3,1,9,2505,2728,2621,2022-12-10,W - Steven Koslow,2025-04-26,L - Malcolm Wellmaker,NA,NA
Cory Sandhagen,1992-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,4,16,2,16,16,11,6 KO 1 Sub 4 Dec,5,0 KO 1 Sub 4 Dec,-1,5,5,3.6,3249,3306,3085,2018-01-27,W - Austin Arnett,2025-10-04,L - Merab Dvalishvili,NA,NA
Daniel Santos,1995-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",16,16,16,16,5,4,2 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,4,4,1,8.6,2985,2985,2787,2022-04-09,L - Julio Arce,2025-10-04,W - JooSang Yoo,2026-05-16,Dooho Choi
Serhiy Sidey,1996-07-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Ukraine",male,bantamweight,16,16,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,8,2758,2758,2606,2024-01-20,L - Ramon Taveras,2025-05-03,W - Cameron Smotherman,NA,NA
Douglas Silva de Andrade,1985-06-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",16,16,14,16,14,7,2 KO 1 Sub 4 Dec,7,2 KO 1 Sub 4 Dec,-2,2,3,7.9,2706,2925,2737,2014-02-15,L - Zubaira Tukhugov,2026-02-28,L - Javier Reyes,NA,NA
Ricky Simon,1992-08-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,9,16,17,10,2 KO 3 Sub 5 Dec,6,2 KO 0 Sub 4 Dec,0,5,4,6.5,2844,3150,2841,2018-04-21,W - Merab Dvalishvili,2026-03-28,D - Adrian Yanez,NA,NA
Elijah Smith,2002-09-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,3,3,1 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,9,2928,2928,2729,2025-02-15,W - Vince Morales,2026-03-14,W - SuYoung You,NA,NA
Cameron Smotherman,1997-09-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,6.7,2527,2647,2787,2024-10-19,W - Jake Hadley,2025-06-14,L - Ricky Simon,2026-05-30,Kai Asakura
Song Yadong,1997-12-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,5,16,5,16,16,11,5 KO 1 Sub 5 Dec,4,1 KO 0 Sub 3 Dec,-1,4,6,4.1,3126,3213,2927,2017-11-25,W - Bharat Khandare,2026-01-24,L - Sean O'Malley,2026-05-30,Deiveson Figueiredo
Benardo Sopaj,2000-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Albania, Greece, Sweden",male,bantamweight,16,16,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,1,9.5,2640,2640,2629,2024-03-02,L - Vinicius Oliveira,2025-01-18,W - Ricky Turcios,2026-05-16,Timmy Cuamba
Aljamain Sterling,1989-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Jamaica, United States",male,featherweight,5,16,-1,6,22,17,2 KO 4 Sub 10 Dec,5,2 KO 0 Sub 3 Dec,1,9,1,5.6,3224,3496,3003,2014-02-22,W - Cody Gibson,2025-08-23,W - Brian Ortega,2026-04-25,Youssef Zalal
Payton Talbott,1998-09-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,11,16,11,16,6,5,2 KO 1 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,3,2,5.3,3070,3070,2778,2023-11-18,W - Nick Aguirre,2025-12-06,W - Henry Cejudo,NA,NA
Ramon Taveras,1994-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,7.7,2525,2644,2752,2024-01-20,W - Serhiy Sidey,2025-09-28,L - Jack Jenkins,NA,NA
Colby Thicknesse,1999-06-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,bantamweight,16,16,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,9,2561,2561,2476,2025-02-08,L - Aleksandre Topuria,2025-09-28,W - Josias Musasa,2026-05-02,Vince Morales
Aleksandre Topuria,1996-01-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Georgia, Spain",male,bantamweight,16,16,16,16,2,2,0 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10,2683,2683,2714,2025-02-08,W - Colby Thicknesse,2025-11-22,W - Bekzat Almakhan,NA,NA
Ricky Turcios,1993-06-05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Philippines, El Salvador, United States",male,"featherweight, bantamweight",16,16,16,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 2 Sub 2 Dec,-3,1,0,6.5,2305,2513,2517,2021-08-28,W - Brady Hiestand,2026-03-07,L - Alberto Montes,NA,NA
Marlon Vera,1992-12-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,10,16,3,16,26,15,7 KO 4 Sub 4 Dec,11,0 KO 0 Sub 11 Dec,-4,5,8,5.4,2953,3277,2847,2014-11-15,L - Marco Beltran,2026-02-28,L - David Martinez,NA,NA
Carlos Vera,1987-11-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,16,16,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,8.5,2711,2711,2654,2024-02-17,L - Rinya Nakamura,2025-03-15,W - Josias Musasa,NA,NA
Malcolm Wellmaker,1994-06-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,16,16,3,2,2 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,2,2,9.7,2677,2818,2663,2025-04-26,W - Cameron Saaiman,2025-11-15,L - Ethyn Ewing,2026-05-16,Juan Diaz
Jakub Wiklacz,1996-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,bantamweight,16,16,16,16,2,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,10,3104,3104,3033,2025-10-04,W - Patchy Mix,2026-02-07,W - Muin Gafurov,NA,NA
Xiao Long,1998-04-13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,China,male,bantamweight,16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-2,1,0,10,2616,2789,2713,2024-06-22,L - ChangHo Lee,2026-03-07,L - Cody Garbrandt,NA,NA
Rani Yahya,1984-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Brazil,male,bantamweight,16,16,13,16,21,13,0 KO 7 Sub 6 Dec,6,2 KO 0 Sub 4 Dec,-2,4,0,8.1,2720,2895,2661,2011-01-22,W - Mike Brown,2024-04-27,L - Victor Henry,NA,NA
Petr Yan,1993-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,-1,6,-1,6,16,12,4 KO 0 Sub 8 Dec,4,0 KO 0 Sub 3 Dec,4,7,5,3.5,3528,3528,3053,2018-06-23,W - Teruto Ishihara,2025-12-06,W - Merab Dvalishvili,NA,NA
Adrian Yanez,1993-11-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,12,16,10,6,5 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0,5,5,5.4,2841,2922,2764,2020-10-31,W - Victor Rodriguez,2026-03-28,D - Ricky Simon,NA,NA
SuYoung You,1995-12-11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,bantamweight,16,16,16,16,4,3,0 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,-1,3,0,8.8,2761,2882,2685,2024-11-23,W - Baergeng Jieleyisi,2026-03-14,L - Elijah Smith,NA,NA
Aiemann Zahabi,1987-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"bantamweight, featherweight",6,16,6,16,10,8,2 KO 0 Sub 6 Dec,2,1 KO 0 Sub 1 Dec,7,7,1,7.3,3179,3179,2832,2017-02-19,W - Reginaldo Vieira,2025-10-18,W - Marlon Vera,2026-06-14,Sean O'Malley
Arnold Allen,1994-01-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,8,16,3,16,14,11,2 KO 2 Sub 7 Dec,3,0 KO 0 Sub 3 Dec,-1,10,3,4.5,3053,3302,2926,2015-06-20,W - Alan Omer,2026-01-24,L - Jean Silva,2026-05-16,Melquizael Costa
Hyder Amil,1990-05-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Philippines, United States",male,featherweight,16,16,16,16,5,3,2 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-2,3,1,7.2,2656,2901,2698,2024-02-10,W - Fernie Garcia,2025-11-08,L - Jamall Emmers,NA,NA
Melsik Baghdasaryan,1992-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Armenia, United States",male,featherweight,16,16,16,16,5,3,1 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,-1,2,1,7,2717,2779,2741,2021-07-31,W - Collin Anglin,2025-02-22,L - Jean Silva,NA,NA
Edson Barboza,1986-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, featherweight",16,16,3,16,32,18,8 KO 1 Sub 9 Dec,14,5 KO 2 Sub 7 Dec,-3,4,13,3.9,2784,3230,2891,2010-11-20,W - Mike Lullo,2025-12-06,L - Jalin Turner,NA,NA
Joanderson Brito,1995-02-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,9,6,3 KO 2 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,1,5,2,5.7,2908,3110,2740,2022-01-15,L - Bill Algeo,2025-12-13,W - Isaac Thomson,2026-06-06,Jordan Leavitt
Dennis Buzukja,1997-10-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-1,1,1,10.2,2572,2649,2659,2023-08-05,L - Sean Woodson,2024-08-24,L - Francis Marshall,2026-04-18,Marcio Barbosa
Morgan Charriere,1995-10-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"France, NA",male,featherweight,16,16,16,16,6,3,3 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-1,1,4,4.7,2808,2848,2791,2023-09-02,W - Manolo Zecchini,2025-12-13,L - Melquizael Costa,NA,NA
Giga Chikadze,1988-08-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,featherweight,16,16,7,16,12,8,3 KO 0 Sub 5 Dec,4,1 KO 0 Sub 3 Dec,-3,7,4,5,2777,3124,2872,2019-09-28,W - Brandon Davis,2025-12-13,L - Kevin Vallejos,NA,NA
Dooho Choi,1991-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,featherweight,16,16,11,16,9,5,5 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,2,3,5,4.7,2902,2902,2801,2014-11-22,W - Juan Manuel Puig,2024-12-07,W - Nate Landwehr,2026-05-16,Daniel Santos
Melquizael Costa,1996-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,12,16,12,16,9,7,2 KO 2 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,6,6,2,6.8,3172,3172,2868,2023-01-21,L - Thiago Moises,2026-02-21,W - Dan Ige,2026-05-16,Arnold Allen
Timmy Cuamba,1999-02-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,2,2,0,8,2744,2744,2626,2024-02-10,L - Bolaji Oki,2025-11-01,W - ChangHo Lee,2026-05-16,Benardo Sopaj
Mike Davis,1992-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,7,5,2 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,1,4,1,8.3,2864,2898,2766,2019-04-27,L - Gilbert Burns,2025-07-12,W - Mitch Ramirez,NA,NA
Grant Dawson,1994-02-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,10,16,14,11,2 KO 4 Sub 5 Dec,2,2 KO 0 Sub 0 Dec,-1,5,2,5.6,3078,3255,2885,2019-03-09,W - Julian Erosa,2025-12-06,L - Manuel Torres,2026-05-09,Mateusz Rebecki
Jose Delgado,1998-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,2,0,6.5,2799,2824,2774,2025-02-15,W - Connor Matthews,2026-03-14,W - Andre Fili,NA,NA
Darren Elkins,1984-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,9,16,30,19,4 KO 3 Sub 12 Dec,11,4 KO 1 Sub 6 Dec,-1,6,4,7,2788,3076,2755,2010-03-21,W - Duane Ludwig,2025-04-12,L - Julian Erosa,NA,NA
Jamall Emmers,1989-07-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,9,5,2 KO 0 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,2,2,0,9.4,2877,2877,2692,2020-03-07,L - Giga Chikadze,2025-11-08,W - Hyder Amil,NA,NA
Josh Emmett,1985-03-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,15,16,3,16,17,10,4 KO 0 Sub 6 Dec,7,2 KO 2 Sub 3 Dec,-3,5,5,4.2,2859,3234,2974,2016-05-08,W - Jon Tuck,2026-03-14,L - Kevin Vallejos,NA,NA
Julian Erosa,1989-07-31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,18,9,2 KO 4 Sub 3 Dec,9,7 KO 0 Sub 2 Dec,-2,3,2,7.1,2763,2993,2764,2015-12-11,W - Marcin Wrzosek,2026-03-28,L - Lerryan Douglas,NA,NA
Movsar Evloev,1994-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,featherweight,1,16,1,16,10,10,0 KO 0 Sub 10 Dec,0,0 KO 0 Sub 0 Dec,10,10,1,6.4,3409,3409,2915,2019-04-20,W - SeungWoo Choi,2026-03-21,W - Lerone Murphy,NA,NA
Andre Fili,1990-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,15,16,26,13,4 KO 0 Sub 9 Dec,12,3 KO 3 Sub 6 Dec,-1,2,3,5.7,2733,2954,2759,2013-10-19,W - Jeremy Larsen,2026-03-14,L - Jose Delgado,NA,NA
Patricio Freire,1987-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,13,16,11,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,3.5,3119,3119,3035,2025-04-12,L - Yair Rodriguez,2025-07-19,W - Dan Ige,2026-04-11,Aaron Pico
Steve Garcia,1992-05-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,9,16,8,16,10,8,7 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,7,7,4,6.2,3199,3199,2799,2020-02-29,L - Luis Pena,2025-11-01,W - David Onama,2026-06-14,Diego Lopes
William Gomis,1997-06-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,featherweight,16,16,16,16,6,5,1 KO 0 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,1,4,0,5.5,2971,2971,2836,2022-09-03,W - Jarno Errens,2025-09-06,W - Robert Ruchala,2026-05-09,Pat Sabatini
Jared Gordon,1988-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,17,9,3 KO 0 Sub 6 Dec,7,4 KO 1 Sub 2 Dec,-1,3,1,6.4,2910,3033,2822,2017-06-25,W - Michel Quinones,2025-09-13,L - Rafa Garcia,2026-05-09,Jim Miller
Bogdan Grad,1995-09-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Austria, Romania",male,featherweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,1,1,7.7,2592,2743,2710,2025-02-01,W - Lucas Alexander,2025-11-22,L - Luke Riley,NA,NA
Alexander Hernandez,1992-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,11,16,17,10,5 KO 0 Sub 5 Dec,7,3 KO 1 Sub 3 Dec,4,4,3,5.5,3132,3132,2902,2018-03-03,W - Beneil Dariush,2025-09-13,W - Diego Ferreira,2026-04-25,Rafa Garcia
Max Holloway,1991-12-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,United States,male,"lightweight, featherweight",4,16,-1,3,32,23,11 KO 2 Sub 10 Dec,9,1 KO 1 Sub 7 Dec,-1,13,13,2.9,3396,3563,3021,2012-02-04,L - Dustin Poirier,2026-03-07,L - Charles Oliveira,NA,NA
Dan Ige,1991-08-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,8,16,21,11,5 KO 1 Sub 5 Dec,10,1 KO 0 Sub 9 Dec,-2,6,4,4.6,2869,3089,2964,2018-01-20,L - Julio Arce,2026-02-21,L - Melquizael Costa,NA,NA
Jack Jenkins,1993-11-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,featherweight,16,16,16,16,6,4,1 KO 0 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,1,2,0,7.8,2769,2837,2723,2023-02-11,W - Don Shainis,2025-09-28,W - Ramon Taveras,2026-05-02,Marwan Rahiki
Calvin Kattar,1988-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,4,16,15,7,4 KO 0 Sub 3 Dec,8,1 KO 0 Sub 7 Dec,-5,2,5,3.7,2827,3195,3018,2017-07-29,W - Andre Fili,2025-07-12,L - Steve Garcia,NA,NA
Ludovit Klein,1995-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Slovakia,male,lightweight,16,16,16,16,12,8,2 KO 0 Sub 6 Dec,3,0 KO 1 Sub 2 Dec,1,4,1,7.8,3042,3078,2798,2020-09-26,W - Shane Young,2025-10-25,W - Mateusz Rebecki,NA,NA
Nate Landwehr,1988-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,10,5,1 KO 2 Sub 2 Dec,5,4 KO 0 Sub 1 Dec,-2,3,5,6,2680,2954,2798,2020-01-25,L - Herbert Burns,2025-07-12,L - Morgan Charriere,2026-04-11,Cub Swanson
